0,-0.36797847,-0.37899955,0.22090245,0.042040766,-0.0068768274,0.059740343,-0.028328676,-0.1406887,-0.70895711,-0.25435049,-0.28792865,0.21082311,0.31780958,0.14191752,-0.037277196,-0.15075209,-0.2607073,0.29549745,-0.16501767,-0.18179188,0.047541412,-0.1794317,-0.29392035,0.010769592
-0.36797847,0,-0.54132099,-0.43581786,0.065288864,0.070391986,-0.046713687,-0.053081164,-0.681807,0.53508338,-0.41857705,0.39877708,0.075169924,-0.1850875,-0.22813637,-0.31400898,0.037566799,0.64818459,-0.30249649,-0.014714406,-0.71409954,-0.16113691,-0.038237152,-0.65758328,-0.040087056
-0.37899955,-0.54132099,0,-0.90239634,0.016608991,-0.58924093,-0.20522879,0.11766182,0.25118576,0.17080066,-0.18951272,-0.34497348,-0.37845741,-0.57961267,-0.11561663,-0.17537036,0.11361685,-0.48143272,-0.85372011,0.073401715,0.53004678,0.29752162,-0.84001155,0.46882534,-0.36124362
0.22090245,-0.43581786,-0.90239634,0,-0.75006219,0.10513053,-0.30285035,-1.1495238,-0.19101253,-1.3807739,0.43111883,-0.34350414,0.12218898,0.38747651,0.18392812,0.24641746,-0.49483033,-0.24740908,0.701305,-0.77973735,-0.50832581,-0.13751158,0.54721293,-0.83795038,0.2929655
0.042040766,0.065288864,0.016608991,-0.75006219,0,-0.25026557,0.11655417,0.13095131,-0.37142253,0.13974459,-0.50354073,0.0037201347,0.23039702,-0.22821478,-0.0054828396,-0.44289005,0.060607272,-0.093132289,-0.49704516,0.26546756,-0.24057028,-0.27117489,-0.57034798,-0.082899725,-0.12869772
-0.0068768274,0.070391986,-0.58924093,0.10513053,-0.25026557,0,-0.058212602,-0.035933563,0.33494213,-0.2131479,-0.10804498,0.50348869,-0.32850293,0.17553733,-0.019893737,-0.006356518,-0.35682374,0.28754838,0.12371764,-0.64211165,-0.45036193,-0.19353451,-0.032371371,-0.54180508,0.10992432
0.059740343,-0.046713687,-0.20522879,-0.30285035,0.11655417,-0.058212602,0,0.17440339,-0.35372295,-0.042709863,-0.54212199,0.22787634,0.16149649,0.12536897,0.24105831,-0.28984913,-0.23821077,0.47574421,0.096018558,-0.010292909,-0.96635964,-0.22975879,-0.19387041,-0.37181942,0.17668393
-0.028328676,-0.053081164,0.11766182,-1.1495238,0.13095131,-0.035933563,0.17440339,0,-0.081539205,0.31348598,-0.48358754,0.17754765,-0.17694755,-0.23096404,-0.14144956,-0.32451737,0.047970297,0.22216075,-0.63390435,0.14877405,-0.08178499,-0.2523132,-0.37073493,-0.11504795,-0.32953536
-0.1406887,-0.681807,0.25118576,-0.19101253,-0.37142253,0.33494213,-0.35372295,-0.081539205,0,-0.61457034,0.3058625,-0.2199138,-0.5985101,-0.22375372,-0.70236572,0.49400404,-0.23599186,-0.53788409,-0.2545149,-0.69390305,0.64101927,0.46702675,-0.061155013,-0.24204953,-0.90725863
-0.70895711,0.53508338,0.17080066,-1.3807739,0.13974459,-0.2131479,-0.042709863,0.31348598,-0.61457034,0,-0.74686012,0.17013219,-0.10778016,-0.79786624,-0.21092681,-0.77591555,0.30754216,0.31492461,-0.88791147,0.30372418,-0.091317251,-0.3248239,-0.48039975,0.35734932,-0.24271869
-0.25435049,-0.41857705,-0.18951272,0.43111883,-0.50354073,-0.10804498,-0.54212199,-0.48358754,0.3058625,-0.74686012,0,-0.5383931,-0.50852828,-0.071767675,-0.58754612,0.43138102,-0.15571608,-0.33766082,-0.11635534,-0.58819482,0.11335541,0.35063824,0.69983605,-0.45172597,-0.42378789
-0.28792865,0.39877708,-0.34497348,-0.34350414,0.0037201347,0.50348869,0.22787634,0.17754765,-0.2199138,0.17013219,-0.5383931,0,-0.18571889,0.0085218811,-0.095698651,-0.2501112,-0.1572084,0.72883022,-0.26145332,-0.31090227,-0.49861075,-0.34570049,-0.29632876,-0.4052849,-0.022105528
0.21082311,0.075169924,-0.37845741,0.12218898,0.23039702,-0.32850293,0.16149649,-0.17694755,-0.5985101,-0.10778016,-0.50852828,-0.18571889,0,-0.035512258,0.45833674,-0.29051557,-0.029731895,-0.060749163,0.18813385,0.12966602,-0.42621963,-0.31996506,-0.33475097,-0.27267011,0.25696476
0.31780958,-0.1850875,-0.57961267,0.38747651,-0.22821478,0.17553733,0.12536897,-0.23096404,-0.22375372,-0.79786624,-0.071767675,0.0085218811,-0.035512258,0,-0.00083638473,0.21492092,-0.47561177,0.037800614,0.53606753,-0.40880664,-0.47895488,-0.042742758,0.083866627,-0.66272758,0.36023375
0.14191752,-0.22813637,-0.11561663,0.18392812,-0.0054828396,-0.019893737,0.24105831,-0.14144956,-0.70236572,-0.21092681,-0.58754612,-0.095698651,0.45833674,-0.00083638473,0,-0.33557832,-0.1275452,-0.30672827,0.32653617,-0.093773501,-0.33594103,-0.18270625,-0.48073582,0.095423046,0.36997452
-0.037277196,-0.31400898,-0.17537036,0.24641746,-0.44289005,-0.006356518,-0.28984913,-0.32451737,0.49400404,-0.77591555,0.43138102,-0.2501112,-0.29051557,0.21492092,-0.33557832,0,-0.19858726,-0.39424023,0.33715368,-0.34039344,0.08924211,0.24776511,0.26385086,-0.38570306,-0.099563973
-0.15075209,0.037566799,0.11361685,-0.49483033,0.060607272,-0.35682374,-0.23821077,0.047970297,-0.23599186,0.30754216,-0.15571608,-0.1572084,-0.029731895,-0.47561177,-0.1275452,-0.19858726,0,-0.032056438,-0.50067493,0.034265258,-0.00096373372,-0.03207241,-0.098308385,0.34486569,0.047891019
-0.2607073,0.64818459,-0.48143272,-0.24740908,-0.093132289,0.28754838,0.47574421,0.22216075,-0.53788409,0.31492461,-0.33766082,0.72883022,-0.060749163,0.037800614,-0.30672827,-0.39424023,-0.032056438,0,-0.06859798,-0.44274561,-0.85202779,-0.4324234,-0.0087694863,-0.46603232,0.082471034
0.29549745,-0.30249649,-0.85372011,0.701305,-0.49704516,0.12371764,0.096018558,-0.63390435,-0.2545149,-0.88791147,-0.11635534,-0.26145332,0.18813385,0.53606753,0.32653617,0.33715368,-0.50067493,-0.06859798,0,-0.57011859,-0.56069043,-0.19482263,0.43138795,-0.8365896,0.49937161
-0.16501767,-0.014714406,0.073401715,-0.77973735,0.26546756,-0.64211165,-0.010292909,0.14877405,-0.69390305,0.30372418,-0.58819482,-0.31090227,0.12966602,-0.40880664,-0.093773501,-0.34039344,0.034265258,-0.44274561,-0.57011859,0,-0.041362004,-0.38079376,-0.42371232,0.21232233,-0.24469619
-0.18179188,-0.71409954,0.53004678,-0.50832581,-0.24057028,-0.45036193,-0.96635964,-0.08178499,0.64101927,-0.091317251,0.11335541,-0.49861075,-0.42621963,-0.47895488,-0.33594103,0.08924211,-0.00096373372,-0.85202779,-0.56069043,-0.041362004,0,0.45051545,-0.52577966,0.29803379,-0.40340495
0.047541412,-0.16113691,0.29752162,-0.13751158,-0.27117489,-0.19353451,-0.22975879,-0.2523132,0.46702675,-0.3248239,0.35063824,-0.34570049,-0.31996506,-0.042742758,-0.18270625,0.24776511,-0.03207241,-0.4324234,-0.19482263,-0.38079376,0.45051545,0,-0.03740735,-0.18587401,-0.24635017
-0.1794317,-0.038237152,-0.84001155,0.54721293,-0.57034798,-0.032371371,-0.19387041,-0.37073493,-0.061155013,-0.48039975,0.69983605,-0.29632876,-0.33475097,0.083866627,-0.48073582,0.26385086,-0.098308385,-0.0087694863,0.43138795,-0.42371232,-0.52577966,-0.03740735,0,-0.84151512,-0.14663223
-0.29392035,-0.65758328,0.46882534,-0.83795038,-0.082899725,-0.54180508,-0.37181942,-0.11504795,-0.24204953,0.35734932,-0.45172597,-0.4052849,-0.27267011,-0.66272758,0.095423046,-0.38570306,0.34486569,-0.46603232,-0.8365896,0.21232233,0.29803379,-0.18587401,-0.84151512,0,0.050643979
0.010769592,-0.040087056,-0.36124362,0.2929655,-0.12869772,0.10992432,0.17668393,-0.32953536,-0.90725863,-0.24271869,-0.42378789,-0.022105528,0.25696476,0.36023375,0.36997452,-0.099563973,0.047891019,0.082471034,0.49937161,-0.24469619,-0.40340495,-0.24635017,-0.14663223,0.050643979,0
